timeslot;time of day;heatGenerationCoefficientSpaceHeating;temperatureBufferStorage;simulationResult_PVGeneration;simulationResult_RESGeneration;simulationResult_electricalLoad;simulationResult_SurplusPower;simulationResult_costs;Space Heating [W];Electricity [W];thermalDiscomfort;Outside Temperature [C];Price [Cent/kWh];COP (Space Heating);numberOfStarts_HP;HP_isRunning
1;00:00;0.0;21.67;0.0;0.0;1604.82;-1604.82;-1.2;6772.2;1604.8;0.0;-2.0;-1.5;4.08;0.0;0.0
2;00:30;0.0;21.57;0.0;0.0;1329.67;-1329.67;-1.0;7953.4;1329.7;0.0;-2.0;-1.5;4.08;0.0;0.0
3;01:00;0.0;21.45;0.0;0.0;1217.28;-1217.28;-2.25;9512.7;1217.3;0.05;-2.05;-3.7;4.07;0.0;0.0
4;01:30;0.0;21.31;0.0;0.0;1278.87;-1278.87;-2.37;11476.2;1278.9;0.19;-2.15;-3.7;4.05;0.0;0.0
5;02:00;0.2;21.31;0.0;0.0;4355.45;-4355.45;-12.41;12084.9;1355.4;0.19;-2.3;-5.7;4.03;0.0;0.0
6;02:30;0.2;21.32;0.0;0.0;4448.05;-4448.05;-12.68;11245.5;1448.0;0.18;-2.5;-5.7;3.99;0.0;0.0
7;03:00;0.43;21.47;0.0;0.0;8023.28;-8023.28;-26.88;12380.7;1571.8;0.03;-2.72;-6.7;3.95;0.0;0.0
8;03:30;1.0;21.98;0.0;0.0;16728.79;-16728.79;-56.04;15626.8;1728.8;0.0;-2.97;-6.7;3.91;0.0;0.0
9;04:00;1.0;22.46;0.0;0.0;16642.94;-16642.94;-47.43;17042.5;1642.9;0.0;-3.24;-5.7;3.86;0.0;0.0
10;04:30;0.79;22.8;0.0;0.0;13157.98;-13157.98;-37.5;16501.6;1297.5;0.3;-3.54;-5.7;3.8;0.0;0.0
11;05:00;0.29;22.8;0.0;0.0;6093.02;-6093.02;-7.01;16344.3;1683.0;0.3;-3.8;-2.3;3.76;0.0;0.0
12;05:30;0.3;22.8;0.0;0.0;7370.97;-7370.97;-8.48;16597.0;2850.0;0.3;-4.0;-2.3;3.72;0.0;0.0
13;06:00;0.38;22.8;0.0;0.0;9104.61;-9104.61;-121.09;20499.9;3460.1;0.3;-4.27;-26.6;3.67;0.0;0.0
14;06:30;0.53;22.8;0.0;0.0;11381.53;-11381.53;-151.37;28304.8;3475.0;0.3;-4.62;-26.6;3.61;0.0;0.0
