timeslot;time of day;heatGenerationCoefficientSpaceHeating;heatGenerationCoefficientDHW;chargingPowerEV;temperatureBufferStorage;usableVolumeDHWTank;simulationResult_SOCofEV;simulationResult_energyLevelOfEV;simulationResult_PVGeneration;simulationResult_RESGeneration;simulationResult_electricalLoad;simulationResult_SurplusPower;simulationResult_costs;Space Heating [W];DHW [W];Electricity [W];Availability of the EV;Energy Consumption of the EV;thermalDiscomfort;Outside Temperature [C];Price [Cent/kWh];COP (Space Heating);COP (DHW);numberOfStarts_HP;HP_isRunning
1;00:00;0.0;0.2;4700.0;21.58;133.42;43.49;26.09;0.0;0.0;5444.32;-5444.32;27.22;2125.8;0.0;144.3;1.0;0.0;0.0;-1.1;10.0;4.24;1.54;0.0;0.0
2;00:30;0.0;0.0;0.0;21.4;132.99;43.49;26.09;0.0;0.0;142.87;-142.87;0.71;2421.9;0.0;142.9;1.0;0.0;0.1;-1.1;10.0;4.24;1.54;0.0;0.0
3;01:00;1.0;0.0;0.0;22.15;132.56;43.49;26.09;0.0;0.0;3143.03;-3143.03;18.7;2805.6;0.0;143.0;1.0;0.0;0.0;-1.1;11.9;4.24;1.54;0.0;0.0
4;01:30;0.2;0.0;0.0;22.09;132.13;43.49;26.09;0.0;0.0;744.98;-744.98;4.43;3237.8;0.0;145.0;1.0;0.0;0.0;-1.1;11.9;4.24;1.54;0.0;0.0
5;02:00;0.2;0.0;0.0;22.02;131.7;43.49;26.09;0.0;0.0;743.38;-743.38;3.57;3515.2;0.0;143.4;1.0;0.0;0.0;-1.15;9.6;4.23;1.53;0.0;0.0
6;02:30;0.2;0.0;0.0;21.94;131.27;43.49;26.09;0.0;0.0;736.56;-736.56;3.54;3500.3;0.0;136.6;1.0;0.0;0.0;-1.25;9.6;4.22;1.52;0.0;0.0
7;03:00;0.6;0.0;0.0;22.25;130.84;43.49;26.09;0.0;0.0;1932.85;-1932.85;7.54;3486.6;0.0;129.5;1.0;0.0;0.0;-1.28;7.8;4.21;1.51;0.0;0.0
8;03:30;0.6;0.0;0.0;22.57;130.41;43.49;26.09;0.0;0.0;1916.87;-1916.87;7.48;3418.8;0.0;118.4;1.0;0.0;0.07;-1.23;7.8;4.22;1.52;0.0;0.0
9;04:00;0.51;0.0;4062.76;22.79;129.98;46.5;27.9;0.0;0.0;5725.11;-5725.11;24.9;3404.9;0.0;139.8;1.0;0.0;0.29;-1.18;8.7;4.23;1.53;0.0;0.0
10;04:30;0.52;0.0;0.0;23.02;129.55;46.5;27.9;0.0;0.0;1735.95;-1735.95;7.55;3556.5;0.0;189.1;1.0;0.0;0.52;-1.13;8.7;4.24;1.54;0.0;0.0
11;05:00;0.29;0.0;0.0;23.02;129.12;46.5;27.9;0.0;0.0;1463.46;-1463.46;6.59;3631.9;0.0;598.5;1.0;0.0;0.52;-1.05;9.0;4.25;1.55;0.0;0.0
12;05:30;0.29;0.0;0.0;23.02;128.69;46.5;27.9;0.0;0.0;2234.43;-2234.43;10.05;3622.8;0.0;1375.2;1.0;0.0;0.52;-0.95;9.0;4.27;1.57;0.0;0.0
13;06:00;0.51;0.0;0.0;23.23;128.25;46.5;27.9;0.0;0.0;3318.04;-3318.04;30.69;3742.0;0.0;1788.1;1.0;0.0;0.73;-0.88;18.5;4.28;1.58;0.0;0.0
14;06:30;0.56;0.0;0.0;23.47;127.82;46.5;27.9;0.0;0.0;3503.54;-3503.54;32.41;4027.6;0.0;1831.9;1.0;0.0;0.97;-0.83;18.5;4.29;1.59;0.0;0.0
15;07:00;0.0;0.0;0.0;23.14;118.35;46.5;27.9;0.0;0.0;1519.5;-1519.5;24.77;4206.7;945.7;1519.5;1.0;0.0;0.64;-0.8;32.6;4.3;1.6;0.0;0.0
16;07:30;0.0;0.0;0.0;22.83;109.43;46.5;27.9;0.0;0.0;858.84;-858.84;14.0;4098.5;887.4;858.8;1.0;0.0;0.33;-0.8;32.6;4.3;1.6;0.0;0.0
