timeslot;time of day;heatGenerationCoefficientSpaceHeating;heatGenerationCoefficientDHW;chargingPowerEV;temperatureBufferStorage;usableVolumeDHWTank;simulationResult_SOCofEV;simulationResult_energyLevelOfEV;simulationResult_PVGeneration;simulationResult_RESGeneration;simulationResult_electricalLoad;simulationResult_SurplusPower;simulationResult_costs;Space Heating [W];DHW [W];Electricity [W];Availability of the EV;Energy Consumption of the EV;thermalDiscomfort;Outside Temperature [C];Price [Cent/kWh];COP (Space Heating);COP (DHW);numberOfStarts_HP;HP_isRunning
1;00:00;0.0;0.2;4700.0;21.52;133.42;43.49;26.09;0.0;0.0;5418.93;-5418.93;27.09;2924.6;0.0;118.9;1.0;0.0;0.0;-1.1;10.0;4.24;1.54;0.0;0.0
2;00:30;0.0;0.0;0.0;21.28;132.99;43.49;26.09;0.0;0.0;133.92;-133.92;0.67;3079.2;0.0;133.9;1.0;0.0;0.22;-1.1;10.0;4.24;1.54;0.0;0.0
3;01:00;1.0;0.0;0.0;22.02;132.56;43.49;26.09;0.0;0.0;3132.19;-3132.19;18.64;3081.1;0.0;132.2;1.0;0.0;0.0;-1.1;11.9;4.24;1.54;0.0;0.0
4;01:30;0.2;0.0;0.0;21.98;132.13;43.49;26.09;0.0;0.0;715.16;-715.16;4.26;2956.8;0.0;115.2;1.0;0.0;0.0;-1.1;11.9;4.24;1.54;0.0;0.0
5;02:00;0.2;0.0;0.0;21.94;131.7;43.49;26.09;0.0;0.0;713.44;-713.44;3.42;3107.8;0.0;113.4;1.0;0.0;0.0;-1.15;9.6;4.23;1.53;0.0;0.0
6;02:30;0.27;0.0;0.0;21.94;131.27;43.49;26.09;0.0;0.0;950.33;-950.33;4.56;3422.1;0.0;127.8;1.0;0.0;0.0;-1.25;9.6;4.22;1.52;0.0;0.0
7;03:00;0.35;0.0;0.0;22.0;130.84;43.49;26.09;0.0;0.0;1172.96;-1172.96;4.57;3447.8;0.0;136.0;1.0;0.0;0.0;-1.28;7.8;4.21;1.51;0.0;0.0
8;03:30;0.24;0.0;0.0;22.0;130.41;43.49;26.09;0.0;0.0;855.81;-855.81;3.34;2970.8;0.0;141.0;1.0;0.0;0.0;-1.23;7.8;4.22;1.52;0.0;0.0
9;04:00;0.0;0.25;0.0;21.77;140.94;43.49;26.09;0.0;0.0;1296.73;-1296.73;5.64;2997.2;0.0;546.7;1.0;0.0;0.0;-1.18;8.7;4.23;1.53;0.0;0.0
10;04:30;0.28;0.0;0.0;21.77;140.51;43.49;26.09;0.0;0.0;2205.57;-2205.57;9.59;3463.8;0.0;1377.5;1.0;0.0;0.0;-1.13;8.7;4.24;1.54;0.0;0.0
11;05:00;0.38;0.0;0.0;21.85;140.08;43.49;26.09;0.0;0.0;2832.63;-2832.63;12.75;3859.0;0.0;1684.6;1.0;0.0;0.0;-1.05;9.0;4.25;1.55;0.0;0.0
12;05:30;0.34;0.0;0.0;21.85;139.65;43.49;26.09;0.0;0.0;2457.66;-2457.66;11.06;4290.9;0.0;1441.9;1.0;0.0;0.0;-0.95;9.0;4.27;1.57;0.0;0.0
13;06:00;0.34;0.0;0.0;21.85;139.22;43.49;26.09;0.0;0.0;2105.32;-2105.32;19.47;4349.8;0.0;1079.1;1.0;0.0;0.0;-0.88;18.5;4.28;1.58;0.0;0.0
14;06:30;0.32;0.0;0.0;21.85;138.79;43.49;26.09;0.0;0.0;1629.54;-1629.54;15.07;4128.0;0.0;657.1;1.0;0.0;0.0;-0.83;18.5;4.29;1.59;0.0;0.0
15;07:00;0.35;0.0;0.0;21.85;94.72;43.49;26.09;0.0;0.0;1548.85;-1548.85;25.25;4488.8;4561.6;493.5;1.0;0.0;0.0;-0.8;32.6;4.3;1.6;0.0;0.0
16;07:30;0.42;0.0;0.0;21.85;91.72;43.49;26.09;0.0;0.0;1864.56;-1864.56;30.39;5412.9;268.8;594.1;1.0;0.0;0.0;-0.8;32.6;4.3;1.6;0.0;0.0
17;08:00;0.42;0.0;0.0;21.85;91.29;43.49;26.09;0.0;0.0;2018.51;-2018.51;28.66;5388.6;0.0;755.0;1.0;0.0;0.0;-0.78;28.4;4.3;1.6;0.0;0.0
