timeslot;time of day;heatGenerationCoefficientSpaceHeating;heatGenerationCoefficientDHW;chargingPowerEV;temperatureBufferStorage;usableVolumeDHWTank;simulationResult_SOCofEV;simulationResult_energyLevelOfEV;simulationResult_PVGeneration;simulationResult_RESGeneration;simulationResult_electricalLoad;simulationResult_SurplusPower;simulationResult_costs;Space Heating [W];DHW [W];Electricity [W];Availability of the EV;Energy Consumption of the EV;thermalDiscomfort;Outside Temperature [C];Price [Cent/kWh];COP (Space Heating);COP (DHW);numberOfStarts_HP;HP_isRunning
1;00:00;0.0;0.2;4700.0;21.59;133.42;43.49;26.09;0.0;0.0;5443.55;-5443.55;27.22;2097.3;0.0;143.6;1.0;0.0;0.0;-1.1;10.0;4.24;1.54;0.0;0.0
2;00:30;0.0;0.0;0.0;21.4;132.99;43.49;26.09;0.0;0.0;142.39;-142.39;0.71;2434.3;0.0;142.4;1.0;0.0;0.1;-1.1;10.0;4.24;1.54;0.0;0.0
3;01:00;1.0;0.0;0.0;22.16;132.56;43.49;26.09;0.0;0.0;3143.75;-3143.75;18.71;2764.6;0.0;143.7;1.0;0.0;0.0;-1.1;11.9;4.24;1.54;0.0;0.0
4;01:30;0.2;0.0;0.0;22.1;132.13;43.49;26.09;0.0;0.0;746.59;-746.59;4.44;3273.2;0.0;146.6;1.0;0.0;0.0;-1.1;11.9;4.24;1.54;0.0;0.0
5;02:00;0.52;0.0;0.0;22.33;131.7;43.49;26.09;0.0;0.0;1705.53;-1705.53;8.19;3510.4;0.0;143.4;1.0;0.0;0.0;-1.15;9.6;4.23;1.53;0.0;0.0
6;02:30;0.0;0.2;0.0;22.06;139.97;43.49;26.09;0.0;0.0;736.71;-736.71;3.54;3502.7;0.0;136.7;1.0;0.0;0.0;-1.25;9.6;4.22;1.52;0.0;0.0
7;03:00;0.5;0.0;0.0;22.28;139.54;43.49;26.09;0.0;0.0;1634.83;-1634.83;6.38;3459.8;0.0;128.6;1.0;0.0;0.0;-1.28;7.8;4.21;1.51;0.0;0.0
8;03:30;0.5;0.0;0.0;22.49;139.11;43.49;26.09;0.0;0.0;1610.51;-1610.51;6.28;3402.8;0.0;119.5;1.0;0.0;0.0;-1.23;7.8;4.22;1.52;0.0;0.0
9;04:00;0.47;0.0;0.0;22.68;138.68;43.49;26.09;0.0;0.0;1552.88;-1552.88;6.76;3429.3;0.0;138.8;1.0;0.0;0.18;-1.18;8.7;4.23;1.53;0.0;0.0
10;04:30;0.48;0.0;1856.41;22.88;138.24;44.86;26.92;0.0;0.0;3485.98;-3485.98;15.16;3555.5;0.0;187.4;1.0;0.0;0.38;-1.13;8.7;4.24;1.54;0.0;0.0
11;05:00;0.29;0.0;0.0;22.88;137.81;44.86;26.92;0.0;0.0;1457.58;-1457.58;6.56;3634.2;0.0;592.0;1.0;0.0;0.38;-1.05;9.0;4.25;1.55;0.0;0.0
12;05:30;0.29;0.0;0.0;22.88;137.38;44.86;26.92;0.0;0.0;2249.67;-2249.67;10.12;3649.6;0.0;1384.2;1.0;0.0;0.38;-0.95;9.0;4.27;1.57;0.0;0.0
13;06:00;0.3;0.0;0.0;22.88;136.95;44.86;26.92;0.0;0.0;2693.24;-2693.24;24.91;3766.4;0.0;1803.2;1.0;0.0;0.38;-0.88;18.5;4.28;1.58;0.0;0.0
14;06:30;0.31;0.0;0.0;22.88;136.52;44.86;26.92;0.0;0.0;2763.58;-2763.58;25.56;4010.3;0.0;1818.6;0.5;0.0;0.38;-0.83;18.5;4.29;1.59;0.0;0.0
15;07:00;0.0;0.0;0.0;22.55;126.9;44.02;26.41;0.0;0.0;1528.92;-1528.92;24.92;4171.7;960.7;1528.9;0.0;1827272.7272727273;0.05;-0.8;32.6;4.3;1.6;0.0;0.0
16;07:30;0.0;0.0;0.0;22.24;118.03;43.17;25.9;0.0;0.0;860.94;-860.94;14.03;4115.3;882.0;860.9;0.0;1827272.7272727273;0.0;-0.8;32.6;4.3;1.6;0.0;0.0
17;08:00;0.34;0.0;0.0;22.24;117.6;42.32;25.39;0.0;0.0;1546.44;-1546.44;21.96;4348.3;0.0;524.8;0.0;1827272.7272727273;0.0;-0.78;28.4;4.3;1.6;0.0;0.0
18;08:30;0.39;0.0;0.0;22.24;117.17;41.48;24.89;0.0;0.0;1671.94;-1671.94;23.74;4947.2;0.0;513.5;0.0;1827272.7272727273;0.0;-0.73;28.4;4.31;1.61;0.0;0.0
19;09:00;0.39;0.0;0.0;22.24;116.74;40.63;24.38;0.0;0.0;1882.74;-1882.74;25.13;4993.3;0.0;716.0;0.0;1827272.7272727273;0.0;-0.68;26.7;4.32;1.62;0.0;0.0
20;09:30;0.36;0.0;0.0;22.24;116.31;39.79;23.87;0.0;0.0;2236.29;-2236.29;29.85;4678.1;0.0;1144.8;0.0;1827272.7272727273;0.0;-0.63;26.7;4.33;1.63;0.0;0.0
21;10:00;0.35;0.0;0.0;22.24;115.88;38.94;23.36;0.0;0.0;2245.58;-2245.58;30.2;4510.2;0.0;1195.1;0.0;1827272.7272727273;0.0;-0.58;26.9;4.34;1.64;0.0;0.0
22;10:30;0.35;0.0;0.0;22.24;115.45;38.09;22.86;0.0;0.0;1882.0;-1882.0;25.31;4502.2;0.0;835.6;0.0;1827272.7272727273;0.0;-0.53;26.9;4.35;1.65;0.0;0.0
23;11:00;0.33;0.0;0.0;22.24;115.02;37.25;22.35;0.0;0.0;2053.68;-2053.68;30.91;4316.2;0.0;1051.1;0.0;1827272.7272727273;0.0;-0.5;30.1;4.35;1.65;0.0;0.0
24;11:30;0.32;0.0;0.0;22.24;111.08;36.4;21.84;0.0;0.0;2831.29;-2831.29;42.61;4089.5;366.1;1880.8;0.0;1827272.7272727273;0.0;-0.5;30.1;4.35;1.65;0.0;0.0
25;12:00;0.33;0.0;0.0;22.24;110.65;35.56;21.33;0.0;0.0;2863.13;-2863.13;42.23;4231.4;0.0;1879.1;0.0;1827272.7272727273;0.0;-0.52;29.5;4.35;1.65;0.0;0.0
26;12:30;0.38;0.0;0.0;22.24;108.21;34.71;20.83;0.0;0.0;2201.68;-2201.68;32.47;4915.7;210.6;1057.8;0.0;1827272.7272727273;0.0;-0.57;29.5;4.34;1.64;0.0;0.0
27;13:00;0.41;0.0;0.0;22.24;107.78;33.87;20.32;0.0;0.0;1956.49;-1956.49;27.78;5286.7;0.0;723.2;0.0;1827272.7272727273;0.0;-0.65;28.4;4.32;1.62;0.0;0.0
28;13:30;0.41;0.0;0.0;22.24;107.35;33.02;19.81;0.0;0.0;2151.51;-2151.51;30.55;5273.3;0.0;916.2;0.0;1827272.7272727273;0.0;-0.75;28.4;4.31;1.61;0.0;0.0
29;14:00;0.39;0.0;0.0;22.24;106.92;32.17;19.3;0.0;0.0;2167.59;-2167.59;29.91;5023.2;0.0;985.5;0.0;1827272.7272727273;0.0;-0.85;27.6;4.29;1.59;0.0;0.0
30;14:30;0.37;0.0;0.0;22.24;106.49;31.33;18.8;0.0;0.0;2046.31;-2046.31;28.24;4630.6;0.0;951.1;0.0;1827272.7272727273;0.0;-0.95;27.6;4.27;1.57;0.0;0.0
31;15:00;0.37;0.0;4700.0;22.24;106.06;34.81;20.89;0.0;0.0;6587.99;-6587.99;91.9;4730.9;0.0;768.0;1.0;0.0;0.0;-0.98;27.9;4.26;1.56;0.0;0.0
32;15:30;0.43;0.0;4700.0;22.24;102.66;38.3;22.98;0.0;0.0;6403.49;-6403.49;89.33;5405.4;309.6;428.0;1.0;0.0;0.0;-0.93;27.9;4.27;1.57;0.0;0.0
33;16:00;0.43;0.0;4700.0;22.24;102.23;41.2;24.72;0.0;0.0;6488.42;-6488.42;92.46;5501.5;0.0;489.3;0.8333333333333334;0.0;0.0;-0.95;28.5;4.27;1.57;0.0;0.0
34;16:30;0.39;0.0;0.0;22.24;101.8;40.36;24.21;0.0;0.0;2130.6;-2130.6;30.36;4967.7;0.0;951.5;0.0;1827272.7272727273;0.0;-1.05;28.5;4.25;1.55;0.0;0.0
35;17:00;0.0;0.0;0.0;21.88;101.37;39.51;23.71;0.0;0.0;1093.37;-1093.37;17.44;4632.3;0.0;1093.4;0.0;1827272.7272727273;0.0;-1.15;31.9;4.23;1.53;0.0;0.0
36;17:30;0.37;0.0;0.0;21.88;100.94;38.67;23.2;0.0;0.0;1934.35;-1934.35;30.85;4585.0;0.0;836.0;0.0;1827272.7272727273;0.0;-1.25;31.9;4.22;1.52;0.0;0.0
37;18:00;0.0;0.0;0.0;21.54;100.51;37.82;22.69;0.0;0.0;690.69;-690.69;10.77;4387.2;0.0;690.7;0.0;1827272.7272727273;0.0;-1.32;31.2;4.2;1.5;0.0;0.0
38;18:30;0.0;0.0;0.0;21.21;100.08;36.97;22.18;0.0;0.0;620.6;-620.6;9.68;4221.3;0.0;620.6;0.0;1827272.7272727273;0.29;-1.37;31.2;4.19;1.49;0.0;0.0
39;19:00;0.3;0.0;4700.0;21.21;99.65;40.34;24.21;0.0;0.0;6268.41;-6268.41;99.98;3687.0;0.0;678.2;0.9666666666666667;0.0;0.29;-1.38;31.9;4.19;1.49;0.0;0.0
40;19:30;0.0;0.0;2843.59;20.99;99.22;42.45;25.47;0.0;0.0;3710.62;-3710.62;59.18;2918.1;0.0;867.0;1.0;0.0;0.51;-1.33;31.9;4.2;1.5;0.0;0.0
41;20:00;0.21;0.0;0.0;20.99;97.17;42.45;25.47;0.0;0.0;1586.79;-1586.79;22.61;2654.0;169.0;944.4;1.0;0.0;0.51;-1.32;28.5;4.2;1.5;0.0;0.0
42;20:30;0.25;0.0;0.0;20.99;96.74;42.45;25.47;0.0;0.0;1648.1;-1648.1;23.49;3089.1;0.0;900.6;1.0;0.0;0.51;-1.37;28.5;4.19;1.49;0.0;0.0
43;21:00;0.26;0.0;0.0;20.99;96.31;42.45;25.47;0.0;0.0;1542.56;-1542.56;19.36;3283.5;0.0;747.8;1.0;0.0;0.51;-1.4;25.1;4.19;1.49;0.0;0.0
44;21:30;0.26;0.0;0.0;20.99;95.88;42.45;25.47;0.0;0.0;1313.17;-1313.17;16.48;3282.5;0.0;518.6;1.0;0.0;0.51;-1.4;25.1;4.19;1.49;0.0;0.0
45;22:00;0.24;0.0;0.0;20.99;95.45;42.45;25.47;0.0;0.0;1064.44;-1064.44;10.64;2980.3;0.0;339.8;1.0;0.0;0.51;-1.47;20.0;4.17;1.47;0.0;0.0
46;22:30;0.2;0.0;0.0;20.99;95.02;42.45;25.47;0.0;0.0;818.85;-818.85;8.19;2326.9;0.0;218.8;1.0;0.0;0.51;-1.62;20.0;4.15;1.45;0.0;0.0
47;23:00;0.2;0.0;0.0;21.02;94.59;42.45;25.47;0.0;0.0;750.46;-750.46;4.92;2067.6;0.0;150.5;1.0;0.0;0.48;-1.75;13.1;4.13;1.43;0.0;0.0
48;23:30;0.2;0.0;0.0;21.03;94.16;42.45;25.47;0.0;0.0;742.77;-742.77;4.87;2342.2;0.0;142.8;1.0;0.0;5.42;-1.85;13.1;4.11;1.41;0.0;0.0
