timeslot;time of day;heatGenerationCoefficientSpaceHeating;heatGenerationCoefficientDHW;temperatureBufferStorage;usableVolumeDHWTank;simulationResult_PVGeneration;simulationResult_RESGeneration;simulationResult_electricalLoad;simulationResult_SurplusPower;simulationResult_costs;Space Heating [W];DHW [W];Electricity [W];thermalDiscomfort;Outside Temperature [C];Price [Cent/kWh];COP (Space Heating);COP (DHW);numberOfStarts_HP;HP_isRunning
1;00:00;0.0;0.2;21.58;133.42;0.0;0.0;743.7;-743.7;3.72;2127.3;0.0;143.7;0.0;-1.1;10.0;4.24;1.54;0.0;0.0
2;00:30;0.0;0.2;21.4;141.84;0.0;0.0;743.11;-743.11;3.72;2388.0;0.0;143.1;0.1;-1.1;10.0;4.24;1.54;0.0;0.0
3;01:00;1.0;0.0;22.16;141.41;0.0;0.0;3144.81;-3144.81;18.71;2772.5;0.0;144.8;0.0;-1.1;11.9;4.24;1.54;0.0;0.0
4;01:30;0.2;0.0;22.1;140.98;0.0;0.0;744.85;-744.85;4.43;3267.5;0.0;144.8;0.0;-1.1;11.9;4.24;1.54;0.0;0.0
5;02:00;0.52;0.0;22.33;140.55;0.0;0.0;1706.63;-1706.63;8.19;3505.7;0.0;144.5;0.0;-1.15;9.6;4.23;1.53;0.0;0.0
6;02:30;0.49;0.0;22.54;140.12;0.0;0.0;1617.95;-1617.95;7.77;3472.1;0.0;136.9;0.04;-1.25;9.6;4.22;1.52;0.0;0.0
7;03:00;0.5;0.0;22.76;139.69;0.0;0.0;1632.74;-1632.74;6.37;3451.8;0.0;128.4;0.26;-1.28;7.8;4.21;1.51;0.0;0.0
8;03:30;0.5;0.0;22.97;139.26;0.0;0.0;1606.1;-1606.1;6.26;3386.8;0.0;118.9;0.47;-1.23;7.8;4.22;1.52;0.0;0.0
9;04:00;0.47;0.0;23.17;138.83;0.0;0.0;1547.65;-1547.65;6.73;3409.4;0.0;138.2;0.67;-1.18;8.7;4.23;1.53;0.0;0.0
10;04:30;0.48;0.0;23.36;138.4;0.0;0.0;1619.68;-1619.68;7.05;3511.3;0.0;187.9;0.86;-1.13;8.7;4.24;1.54;0.0;0.0
11;05:00;0.29;0.0;23.36;137.97;0.0;0.0;1458.96;-1458.96;6.57;3640.4;0.0;592.0;0.86;-1.05;9.0;4.25;1.55;0.0;0.0
12;05:30;0.29;0.0;23.36;137.54;0.0;0.0;2242.86;-2242.86;10.09;3649.6;0.0;1377.3;0.86;-0.95;9.0;4.27;1.57;0.0;0.0
13;06:00;0.3;0.0;23.36;137.11;0.0;0.0;2690.7;-2690.7;24.89;3770.9;0.0;1799.6;0.86;-0.88;18.5;4.28;1.58;0.0;0.0
14;06:30;0.32;0.0;23.36;136.68;0.0;0.0;2770.04;-2770.04;25.62;4048.1;0.0;1816.2;0.86;-0.83;18.5;4.29;1.59;0.0;0.0
15;07:00;0.0;0.0;23.04;127.25;0.0;0.0;1527.96;-1527.96;24.91;4127.0;940.5;1528.0;0.54;-0.8;32.6;4.3;1.6;0.0;0.0
16;07:30;0.0;0.0;22.72;118.19;0.0;0.0;869.67;-869.67;14.18;4124.9;901.3;869.7;0.22;-0.8;32.6;4.3;1.6;0.0;0.0
17;08:00;0.34;0.0;22.72;117.76;0.0;0.0;1546.81;-1546.81;21.96;4361.1;0.0;522.2;0.22;-0.78;28.4;4.3;1.6;0.0;0.0
18;08:30;0.38;0.0;22.72;117.33;0.0;0.0;1655.57;-1655.57;23.51;4871.4;0.0;514.7;0.22;-0.73;28.4;4.31;1.61;0.0;0.0
19;09:00;0.39;0.0;22.72;116.9;0.0;0.0;1887.01;-1887.01;25.19;5010.5;0.0;716.3;0.22;-0.68;26.7;4.32;1.62;0.0;0.0
20;09:30;0.36;0.0;22.72;116.47;0.0;0.0;2218.0;-2218.0;29.61;4642.0;0.0;1134.9;0.22;-0.63;26.7;4.33;1.63;0.0;0.0
21;10:00;0.35;0.0;22.72;116.04;0.0;0.0;2240.35;-2240.35;30.13;4489.1;0.0;1194.7;0.22;-0.58;26.9;4.34;1.64;0.0;0.0
22;10:30;0.34;0.0;22.72;115.61;0.0;0.0;1855.44;-1855.44;24.96;4425.5;0.0;826.6;0.22;-0.53;26.9;4.35;1.65;0.0;0.0
23;11:00;0.33;0.0;22.72;115.18;0.0;0.0;2036.79;-2036.79;30.65;4306.2;0.0;1036.5;0.22;-0.5;30.1;4.35;1.65;0.0;0.0
24;11:30;0.31;0.0;22.72;111.17;0.0;0.0;2795.34;-2795.34;42.07;4049.8;374.1;1854.0;0.22;-0.5;30.1;4.35;1.65;0.0;0.0
25;12:00;0.33;0.0;22.72;110.74;0.0;0.0;2854.1;-2854.1;42.1;4220.9;0.0;1872.5;0.22;-0.52;29.5;4.35;1.65;0.0;0.0
26;12:30;0.38;0.0;22.72;108.27;0.0;0.0;2204.58;-2204.58;32.52;4891.2;212.8;1066.3;0.22;-0.57;29.5;4.34;1.64;0.0;0.0
27;13:00;0.41;0.0;22.72;107.84;0.0;0.0;1952.77;-1952.77;27.73;5208.9;0.0;737.5;0.22;-0.65;28.4;4.32;1.62;0.0;0.0
28;13:30;0.41;0.0;22.72;107.41;0.0;0.0;2143.79;-2143.79;30.44;5305.3;0.0;901.1;0.22;-0.75;28.4;4.31;1.61;0.0;0.0
29;14:00;0.4;0.0;22.72;106.98;0.0;0.0;2168.07;-2168.07;29.92;5073.0;0.0;974.3;0.22;-0.85;27.6;4.29;1.59;0.0;0.0
30;14:30;0.36;0.0;22.72;106.55;0.0;0.0;2051.28;-2051.28;28.31;4615.5;0.0;959.7;0.22;-0.95;27.6;4.27;1.57;0.0;0.0
31;15:00;0.38;0.0;22.72;106.12;0.0;0.0;1900.16;-1900.16;26.51;4764.2;0.0;772.4;0.22;-0.98;27.9;4.26;1.56;0.0;0.0
32;15:30;0.42;0.0;22.72;102.73;0.0;0.0;1710.22;-1710.22;23.86;5398.6;309.6;436.4;0.22;-0.93;27.9;4.27;1.57;0.0;0.0
33;16:00;0.43;0.0;22.72;102.3;0.0;0.0;1785.25;-1785.25;25.44;5456.0;0.0;496.7;0.22;-0.95;28.5;4.27;1.57;0.0;0.0
34;16:30;0.39;0.0;22.72;101.87;0.0;0.0;2134.24;-2134.24;30.41;4983.4;0.0;951.4;0.22;-1.05;28.5;4.25;1.55;0.0;0.0
35;17:00;0.0;0.0;22.36;101.44;0.0;0.0;1079.85;-1079.85;17.22;4637.5;0.0;1079.8;0.0;-1.15;31.9;4.23;1.53;0.0;0.0
36;17:30;0.36;0.0;22.36;101.01;0.0;0.0;1925.35;-1925.35;30.71;4543.6;0.0;836.8;0.0;-1.25;31.9;4.22;1.52;0.0;0.0
37;18:00;0.0;0.0;22.02;100.58;0.0;0.0;690.1;-690.1;10.77;4468.8;0.0;690.1;0.0;-1.32;31.2;4.2;1.5;0.0;0.0
38;18:30;0.0;0.0;21.69;100.15;0.0;0.0;620.7;-620.7;9.68;4244.1;0.0;620.7;0.0;-1.37;31.2;4.19;1.49;0.0;0.0
39;19:00;0.3;0.0;21.69;99.72;0.0;0.0;1577.7;-1577.7;25.16;3715.8;0.0;680.6;0.0;-1.38;31.9;4.19;1.49;0.0;0.0
40;19:30;0.0;0.0;21.46;99.28;0.0;0.0;869.5;-869.5;13.87;2904.0;0.0;869.5;0.04;-1.33;31.9;4.2;1.5;0.0;0.0
41;20:00;0.21;0.0;21.46;97.12;0.0;0.0;1584.31;-1584.31;22.58;2653.1;181.6;942.2;0.04;-1.32;28.5;4.2;1.5;0.0;0.0
42;20:30;0.25;0.0;21.46;96.69;0.0;0.0;1644.54;-1644.54;23.43;3065.8;0.0;902.6;0.04;-1.37;28.5;4.19;1.49;0.0;0.0
43;21:00;0.27;0.0;21.46;96.26;0.0;0.0;1549.82;-1549.82;19.45;3315.6;0.0;747.4;0.04;-1.4;25.1;4.19;1.49;0.0;0.0
44;21:30;0.27;0.0;21.46;95.83;0.0;0.0;1317.54;-1317.54;16.54;3310.1;0.0;516.4;0.04;-1.4;25.1;4.19;1.49;0.0;0.0
45;22:00;0.24;0.0;21.46;95.39;0.0;0.0;1051.13;-1051.13;10.51;2924.2;0.0;339.9;0.04;-1.47;20.0;4.17;1.47;0.0;0.0
46;22:30;0.2;0.0;21.47;94.96;0.0;0.0;819.69;-819.69;8.2;2297.2;0.0;219.7;0.03;-1.62;20.0;4.15;1.45;0.0;0.0
47;23:00;0.2;0.0;21.5;94.53;0.0;0.0;750.47;-750.47;4.92;2054.7;0.0;150.5;0.0;-1.75;13.1;4.13;1.43;0.0;0.0
48;23:30;0.2;0.0;21.51;94.1;0.0;0.0;742.71;-742.71;4.86;2337.9;0.0;142.7;5.45;-1.85;13.1;4.11;1.41;0.0;0.0
