timeslot;time of day;heatGenerationCoefficientSpaceHeating;heatGenerationCoefficientDHW;temperatureBufferStorage;usableVolumeDHWTank;simulationResult_PVGeneration;simulationResult_RESGeneration;simulationResult_electricalLoad;simulationResult_SurplusPower;simulationResult_costs;Space Heating [W];DHW [W];Electricity [W];thermalDiscomfort;Outside Temperature [C];Price [Cent/kWh];COP (Space Heating);COP (DHW);numberOfStarts_HP;HP_isRunning
1;00:00;0.0;0.2;21.58;133.42;0.0;0.0;743.7;-743.7;3.72;2127.3;0.0;143.7;0.0;-1.1;10.0;4.24;1.54;0.0;0.0
2;00:30;0.0;0.0;21.4;132.99;0.0;0.0;143.11;-143.11;0.72;2388.0;0.0;143.1;0.1;-1.1;10.0;4.24;1.54;0.0;0.0
3;01:00;1.0;0.0;22.16;132.56;0.0;0.0;3144.81;-3144.81;18.71;2772.5;0.0;144.8;0.0;-1.1;11.9;4.24;1.54;0.0;0.0
4;01:30;0.2;0.0;22.1;132.13;0.0;0.0;744.85;-744.85;4.43;3267.5;0.0;144.8;0.0;-1.1;11.9;4.24;1.54;0.0;0.0
5;02:00;0.47;0.0;22.28;131.7;0.0;0.0;1554.52;-1554.52;7.46;3505.7;0.0;144.5;0.0;-1.15;9.6;4.23;1.53;0.0;0.0
6;02:30;0.47;0.0;22.47;131.27;0.0;0.0;1546.92;-1546.92;7.43;3472.1;0.0;136.9;0.0;-1.25;9.6;4.22;1.52;0.0;0.0
7;03:00;0.32;0.0;22.51;130.84;0.0;0.0;1100.1;-1100.1;4.29;3451.8;0.0;128.4;0.01;-1.28;7.8;4.21;1.51;0.0;0.0
8;03:30;0.27;0.0;22.51;130.41;0.0;0.0;932.27;-932.27;3.64;3386.8;0.0;118.9;0.01;-1.23;7.8;4.22;1.52;0.0;0.0
9;04:00;0.64;0.0;22.87;129.98;0.0;0.0;2065.2;-2065.2;8.98;3409.4;0.0;138.2;0.37;-1.18;8.7;4.23;1.53;0.0;0.0
10;04:30;0.6;0.0;23.19;129.55;0.0;0.0;1997.86;-1997.86;8.69;3511.3;0.0;187.9;0.69;-1.13;8.7;4.24;1.54;0.0;0.0
11;05:00;0.35;0.0;23.25;129.12;0.0;0.0;1641.03;-1641.03;7.38;3640.4;0.0;592.0;0.75;-1.05;9.0;4.25;1.55;0.0;0.0
12;05:30;0.29;0.0;23.25;128.69;0.0;0.0;2242.86;-2242.86;10.09;3649.6;0.0;1377.3;0.75;-0.95;9.0;4.27;1.57;0.0;0.0
13;06:00;0.3;0.0;23.25;128.25;0.0;0.0;2690.7;-2690.7;24.89;3770.9;0.0;1799.6;0.75;-0.88;18.5;4.28;1.58;0.0;0.0
14;06:30;0.32;0.0;23.25;127.82;0.0;0.0;2770.04;-2770.04;25.62;4048.1;0.0;1816.2;0.75;-0.83;18.5;4.29;1.59;0.0;0.0
15;07:00;0.0;0.0;22.93;118.4;0.0;0.0;1527.96;-1527.96;24.91;4127.0;940.5;1528.0;0.43;-0.8;32.6;4.3;1.6;0.0;0.0
16;07:30;0.0;0.0;22.61;109.34;0.0;0.0;869.67;-869.67;14.18;4124.9;901.3;869.7;0.11;-0.8;32.6;4.3;1.6;0.0;0.0
17;08:00;0.34;0.0;22.61;108.91;0.0;0.0;1546.81;-1546.81;21.96;4361.1;0.0;522.2;0.11;-0.78;28.4;4.3;1.6;0.0;0.0
18;08:30;0.38;0.0;22.61;108.48;0.0;0.0;1655.57;-1655.57;23.51;4871.4;0.0;514.7;0.11;-0.73;28.4;4.31;1.61;0.0;0.0
19;09:00;0.39;0.0;22.61;108.05;0.0;0.0;1887.01;-1887.01;25.19;5010.5;0.0;716.3;0.11;-0.68;26.7;4.32;1.62;0.0;0.0
20;09:30;0.36;0.0;22.61;107.62;0.0;0.0;2218.0;-2218.0;29.61;4642.0;0.0;1134.9;0.11;-0.63;26.7;4.33;1.63;0.0;0.0
21;10:00;0.35;0.0;22.61;107.19;0.0;0.0;2240.35;-2240.35;30.13;4489.1;0.0;1194.7;0.11;-0.58;26.9;4.34;1.64;0.0;0.0
22;10:30;0.34;0.0;22.61;106.76;0.0;0.0;1855.44;-1855.44;24.96;4425.5;0.0;826.6;0.11;-0.53;26.9;4.35;1.65;0.0;0.0
23;11:00;0.0;0.0;22.28;106.33;0.0;0.0;1036.51;-1036.51;15.6;4306.2;0.0;1036.5;0.0;-0.5;30.1;4.35;1.65;0.0;0.0
24;11:30;0.0;0.0;21.96;102.32;0.0;0.0;1854.01;-1854.01;27.9;4049.8;374.1;1854.0;0.0;-0.5;30.1;4.35;1.65;0.0;0.0
25;12:00;0.33;0.0;21.96;101.89;0.0;0.0;2854.1;-2854.1;42.1;4220.9;0.0;1872.5;0.0;-0.52;29.5;4.35;1.65;0.0;0.0
26;12:30;0.38;0.0;21.96;99.42;0.0;0.0;2204.58;-2204.58;32.52;4891.2;212.8;1066.3;0.0;-0.57;29.5;4.34;1.64;0.0;0.0
27;13:00;0.41;0.0;21.96;98.99;0.0;0.0;1952.77;-1952.77;27.73;5208.9;0.0;737.5;0.0;-0.65;28.4;4.32;1.62;0.0;0.0
28;13:30;0.41;0.0;21.96;98.56;0.0;0.0;2143.79;-2143.79;30.44;5305.3;0.0;901.1;0.0;-0.75;28.4;4.31;1.61;0.0;0.0
29;14:00;0.4;0.0;21.96;98.13;0.0;0.0;2168.07;-2168.07;29.92;5073.0;0.0;974.3;0.0;-0.85;27.6;4.29;1.59;0.0;0.0
30;14:30;0.36;0.0;21.96;97.7;0.0;0.0;2051.28;-2051.28;28.31;4615.5;0.0;959.7;0.0;-0.95;27.6;4.27;1.57;0.0;0.0
31;15:00;0.38;0.0;21.96;97.27;0.0;0.0;1900.16;-1900.16;26.51;4764.2;0.0;772.4;0.0;-0.98;27.9;4.26;1.56;0.0;0.0
32;15:30;0.42;0.0;21.96;93.88;0.0;0.0;1710.22;-1710.22;23.86;5398.6;309.6;436.4;0.0;-0.93;27.9;4.27;1.57;0.0;0.0
33;16:00;0.43;0.0;21.96;93.45;0.0;0.0;1785.25;-1785.25;25.44;5456.0;0.0;496.7;0.0;-0.95;28.5;4.27;1.57;0.0;0.0
34;16:30;0.39;0.0;21.96;93.02;0.0;0.0;2134.24;-2134.24;30.41;4983.4;0.0;951.4;0.0;-1.05;28.5;4.25;1.55;0.0;0.0
35;17:00;0.29;0.0;21.89;92.59;0.0;0.0;1953.68;-1953.68;31.16;4637.5;0.0;1079.8;0.0;-1.15;31.9;4.23;1.53;0.0;0.0
36;17:30;0.36;0.0;21.89;92.16;0.0;0.0;1925.35;-1925.35;30.71;4543.6;0.0;836.8;0.0;-1.25;31.9;4.22;1.52;0.0;0.0
37;18:00;0.3;0.0;21.83;91.72;0.0;0.0;1581.77;-1581.77;24.68;4468.8;0.0;690.1;0.0;-1.32;31.2;4.2;1.5;0.0;0.0
38;18:30;0.28;0.0;21.77;91.29;0.0;0.0;1469.79;-1469.79;22.93;4244.1;0.0;620.7;0.0;-1.37;31.2;4.19;1.49;0.0;0.0
39;19:00;0.3;0.0;21.77;90.86;0.0;0.0;1577.7;-1577.7;25.16;3715.8;0.0;680.6;0.0;-1.38;31.9;4.19;1.49;0.0;0.0
40;19:30;0.23;0.0;21.77;90.43;0.0;0.0;1571.42;-1571.42;25.06;2904.0;0.0;869.5;0.0;-1.33;31.9;4.2;1.5;0.0;0.0
41;20:00;0.21;0.0;21.77;88.27;0.0;0.0;1584.31;-1584.31;22.58;2653.1;181.6;942.2;0.0;-1.32;28.5;4.2;1.5;0.0;0.0
42;20:30;0.25;0.0;21.77;87.83;0.0;0.0;1644.54;-1644.54;23.43;3065.8;0.0;902.6;0.0;-1.37;28.5;4.19;1.49;0.0;0.0
43;21:00;0.27;0.0;21.77;87.4;0.0;0.0;1549.82;-1549.82;19.45;3315.6;0.0;747.4;0.0;-1.4;25.1;4.19;1.49;0.0;0.0
44;21:30;0.27;0.0;21.77;86.97;0.0;0.0;1317.54;-1317.54;16.54;3310.1;0.0;516.4;0.0;-1.4;25.1;4.19;1.49;0.0;0.0
