timeslot;time of day;heatGenerationCoefficientSpaceHeating;heatGenerationCoefficientDHW;chargingPowerEV;temperatureBufferStorage;usableVolumeDHWTank;simulationResult_SOCofEV;simulationResult_energyLevelOfEV;simulationResult_PVGeneration;simulationResult_RESGeneration;simulationResult_electricalLoad;simulationResult_SurplusPower;simulationResult_costs;Space Heating [W];DHW [W];Electricity [W];Availability of the EV;Energy Consumption of the EV;thermalDiscomfort;Outside Temperature [C];Price [Cent/kWh];COP (Space Heating);COP (DHW);numberOfStarts_HP;HP_isRunning
11;05:00;0.35;0.0;0.0;23.29;129.12;43.49;26.09;0.0;0.0;1643.37;-1643.37;7.4;3642.8;0.0;593.6;1.0;0.0;0.79;-1.05;9.0;4.25;1.55;0.0;0.0
12;05:30;0.29;0.0;0.0;23.29;128.69;43.49;26.09;0.0;0.0;2248.0;-2248.0;10.12;3656.9;0.0;1380.8;1.0;0.0;0.79;-0.95;9.0;4.27;1.57;0.0;0.0
13;06:00;0.3;0.0;0.0;23.29;128.25;43.49;26.09;0.0;0.0;2696.82;-2696.82;24.95;3797.2;0.0;1799.6;0.5;0.0;0.79;-0.88;18.5;4.28;1.58;0.0;0.0
14;06:30;0.32;0.0;0.0;23.29;127.82;42.48;25.49;0.0;0.0;2784.12;-2784.12;25.75;4072.2;0.0;1824.7;0.0;2170334.9282296654;0.79;-0.83;18.5;4.29;1.59;0.0;0.0
15;07:00;0.0;0.0;0.0;22.96;118.11;41.48;24.89;0.0;0.0;1520.43;-1520.43;24.78;4197.0;970.5;1520.4;0.0;2170334.9282296654;0.46;-0.8;32.6;4.3;1.6;0.0;0.0
16;07:30;0.0;0.0;0.0;22.64;108.88;40.47;24.28;0.0;0.0;864.1;-864.1;14.08;4161.0;919.9;864.1;0.0;2170334.9282296654;0.14;-0.8;32.6;4.3;1.6;0.0;0.0
17;08:00;0.35;0.0;0.0;22.64;108.45;39.47;23.68;0.0;0.0;1557.38;-1557.38;22.11;4405.9;0.0;522.4;0.0;2170334.9282296654;0.14;-0.78;28.4;4.3;1.6;0.0;0.0
18;08:30;0.39;0.0;0.0;22.64;108.02;38.46;23.08;0.0;0.0;1676.25;-1676.25;23.8;4950.8;0.0;516.9;0.0;2170334.9282296654;0.14;-0.73;28.4;4.31;1.61;0.0;0.0
19;09:00;0.39;0.0;0.0;22.64;107.59;37.46;22.47;0.0;0.0;1902.74;-1902.74;25.4;5068.2;0.0;718.7;0.0;2170334.9282296654;0.14;-0.68;26.7;4.32;1.62;0.0;0.0
20;09:30;0.37;0.0;0.0;22.64;107.16;36.45;21.87;0.0;0.0;2244.94;-2244.94;29.97;4728.6;0.0;1141.8;0.0;2170334.9282296654;0.14;-0.63;26.7;4.33;1.63;0.0;0.0
21;10:00;0.35;0.0;0.0;22.64;106.73;35.45;21.27;0.0;0.0;2245.5;-2245.5;30.2;4537.5;0.0;1188.7;0.0;2170334.9282296654;0.14;-0.58;26.9;4.34;1.64;0.0;0.0
22;10:30;0.35;0.0;0.0;22.64;106.29;34.44;20.67;0.0;0.0;1880.62;-1880.62;25.29;4505.2;0.0;833.5;0.0;2170334.9282296654;0.14;-0.53;26.9;4.35;1.65;0.0;0.0
23;11:00;0.0;0.0;0.0;22.3;105.86;33.44;20.06;0.0;0.0;1044.61;-1044.61;15.72;4362.5;0.0;1044.6;0.0;2170334.9282296654;0.0;-0.5;30.1;4.35;1.65;0.0;0.0
24;11:30;0.0;0.0;0.0;21.99;101.63;32.43;19.46;0.0;0.0;1861.19;-1861.19;28.01;4101.9;398.0;1861.2;0.0;2170334.9282296654;0.0;-0.5;30.1;4.35;1.65;0.0;0.0
25;12:00;0.33;0.0;0.0;21.99;101.2;31.43;18.86;0.0;0.0;2882.55;-2882.55;42.52;4287.9;0.0;1885.5;0.0;2170334.9282296654;0.0;-0.52;29.5;4.35;1.65;0.0;0.0
26;12:30;0.38;0.0;0.0;21.99;98.64;30.42;18.25;0.0;0.0;2214.95;-2214.95;32.67;4951.1;221.7;1062.9;0.0;2170334.9282296654;0.0;-0.57;29.5;4.34;1.64;0.0;0.0
27;13:00;0.41;0.0;0.0;21.99;98.21;29.42;17.65;0.0;0.0;1964.05;-1964.05;27.89;5309.8;0.0;725.5;0.0;2170334.9282296654;0.0;-0.65;28.4;4.32;1.62;0.0;0.0
28;13:30;0.42;0.0;0.0;21.99;97.78;28.41;17.05;0.0;0.0;2158.12;-2158.12;30.65;5342.7;0.0;906.7;0.0;2170334.9282296654;0.0;-0.75;28.4;4.31;1.61;0.0;0.0
29;14:00;0.4;0.0;0.0;21.99;97.35;27.41;16.45;0.0;0.0;2193.75;-2193.75;30.27;5142.5;0.0;983.8;0.0;2170334.9282296654;0.0;-0.85;27.6;4.29;1.59;0.0;0.0
30;14:30;0.37;0.0;0.0;21.99;96.92;26.4;15.84;0.0;0.0;2059.28;-2059.28;28.42;4693.0;0.0;949.5;0.0;2170334.9282296654;0.0;-0.95;27.6;4.27;1.57;0.0;0.0
31;15:00;0.38;0.0;0.0;21.99;96.49;25.4;15.24;0.0;0.0;1904.07;-1904.07;26.56;4791.0;0.0;770.0;0.0;2170334.9282296654;0.0;-0.98;27.9;4.26;1.56;0.0;0.0
32;15:30;0.43;0.0;0.0;21.99;93.04;24.39;14.64;0.0;0.0;1726.86;-1726.86;24.09;5474.4;315.9;435.3;0.0;2170334.9282296654;0.0;-0.93;27.9;4.27;1.57;0.0;0.0
33;16:00;0.44;0.0;2350.0;21.99;92.61;26.14;15.68;0.0;0.0;4152.38;-4152.38;59.17;5566.2;0.0;488.1;1.0;0.0;0.0;-0.95;28.5;4.27;1.57;0.0;0.0
34;16:30;0.4;0.0;2350.0;21.99;92.18;27.88;16.73;0.0;0.0;4497.81;-4497.81;64.09;5025.6;0.0;955.1;1.0;0.0;0.0;-1.05;28.5;4.25;1.55;0.0;0.0
35;17:00;0.3;0.0;3713.0;21.91;91.75;30.63;18.38;0.0;0.0;5679.97;-5679.97;90.6;4704.8;0.0;1080.6;1.0;0.0;0.0;-1.15;31.9;4.23;1.53;0.0;0.0
36;17:30;0.37;0.0;4700.0;21.91;91.32;34.12;20.47;0.0;0.0;6647.41;-6647.41;106.03;4619.1;0.0;841.0;1.0;0.0;0.0;-1.25;31.9;4.22;1.52;0.0;0.0
37;18:00;0.3;0.0;3901.0;21.85;90.89;37.01;22.21;0.0;0.0;5478.36;-5478.36;85.46;4475.0;0.0;684.5;1.0;0.0;0.0;-1.32;31.2;4.2;1.5;0.0;0.0
38;18:30;0.28;0.0;0.0;21.8;90.46;37.01;22.21;0.0;0.0;1470.82;-1470.82;22.94;4268.5;0.0;616.9;1.0;0.0;0.0;-1.37;31.2;4.19;1.49;0.0;0.0
39;19:00;0.3;0.0;0.0;21.8;90.03;37.01;22.21;0.0;0.0;1583.04;-1583.04;25.25;3760.6;0.0;675.3;1.0;0.0;0.0;-1.38;31.9;4.19;1.49;0.0;0.0
40;19:30;0.24;0.0;0.0;21.8;89.59;37.01;22.21;0.0;0.0;1576.55;-1576.55;25.15;2930.5;0.0;868.3;1.0;0.0;0.0;-1.33;31.9;4.2;1.5;0.0;0.0
41;20:00;0.22;0.0;0.0;21.8;87.44;37.01;22.21;0.0;0.0;1596.3;-1596.3;22.75;2699.4;179.8;943.1;1.0;0.0;0.0;-1.32;28.5;4.2;1.5;0.0;0.0
42;20:30;0.25;0.0;2350.0;21.8;87.01;38.76;23.25;0.0;0.0;3993.7;-3993.7;56.91;3108.6;0.0;891.5;1.0;0.0;0.0;-1.37;28.5;4.19;1.49;0.0;0.0
43;21:00;0.27;0.0;2350.0;21.8;86.58;40.5;24.3;0.0;0.0;3905.56;-3905.56;49.01;3318.9;0.0;752.3;1.0;0.0;0.0;-1.4;25.1;4.19;1.49;0.0;0.0
44;21:30;0.27;0.0;0.0;21.8;86.15;40.5;24.3;0.0;0.0;1322.18;-1322.18;16.59;3316.8;0.0;519.5;1.0;0.0;0.0;-1.4;25.1;4.19;1.49;0.0;0.0
45;22:00;0.24;0.0;0.0;21.8;85.72;40.5;24.3;0.0;0.0;1065.95;-1065.95;10.66;2986.5;0.0;339.8;1.0;0.0;0.0;-1.47;20.0;4.17;1.47;0.0;0.0
46;22:30;0.2;0.0;0.0;21.81;85.29;40.5;24.3;0.0;0.0;817.13;-817.13;8.17;2305.4;0.0;217.1;1.0;0.0;0.0;-1.62;20.0;4.15;1.45;0.0;0.0
47;23:00;0.2;0.0;0.0;21.83;84.86;40.5;24.3;0.0;0.0;750.21;-750.21;4.91;2082.7;0.0;150.2;1.0;0.0;0.0;-1.75;13.1;4.13;1.43;0.0;0.0
48;23:30;0.2;0.0;0.0;21.84;84.43;40.5;24.3;0.0;0.0;742.91;-742.91;4.87;2349.8;0.0;142.9;1.0;0.0;10.28;-1.85;13.1;4.11;1.41;0.0;0.0
