timeslot;time of day;heatGenerationCoefficientSpaceHeating;heatGenerationCoefficientDHW;chargingPowerEV;temperatureBufferStorage;usableVolumeDHWTank;simulationResult_SOCofEV;simulationResult_energyLevelOfEV;simulationResult_PVGeneration;simulationResult_RESGeneration;simulationResult_electricalLoad;simulationResult_SurplusPower;simulationResult_costs;Space Heating [W];DHW [W];Electricity [W];Availability of the EV;Energy Consumption of the EV;thermalDiscomfort;Outside Temperature [C];Price [Cent/kWh];COP (Space Heating);COP (DHW);numberOfStarts_HP;HP_isRunning
1;00:00;0.0;0.2;4700.0;21.6;133.42;43.49;26.09;0.0;0.0;5429.35;-5429.35;27.15;1952.8;0.0;129.4;1.0;0.0;0.0;-1.1;10.0;4.24;1.54;0.0;0.0
2;00:30;0.0;0.0;0.0;21.42;132.99;43.49;26.09;0.0;0.0;123.19;-123.19;0.62;2213.1;0.0;123.2;1.0;0.0;0.08;-1.1;10.0;4.24;1.54;0.0;0.0
3;01:00;0.0;0.0;0.0;21.24;132.56;43.49;26.09;0.0;0.0;123.55;-123.55;0.74;2372.0;0.0;123.6;1.0;0.0;0.26;-1.1;11.9;4.24;1.54;0.0;0.0
4;01:30;1.0;0.0;0.0;22.02;132.13;43.49;26.09;0.0;0.0;3132.79;-3132.79;18.64;2511.3;0.0;132.8;1.0;0.0;0.0;-1.1;11.9;4.24;1.54;0.0;0.0
5;02:00;0.56;0.0;0.0;22.35;131.7;43.49;26.09;0.0;0.0;1816.23;-1816.23;8.72;2685.6;0.0;134.9;1.0;0.0;0.0;-1.15;9.6;4.23;1.53;0.0;0.0
6;02:30;0.0;0.27;0.0;22.13;143.01;43.49;26.09;0.0;0.0;938.27;-938.27;4.5;2877.9;0.0;128.3;1.0;0.0;0.0;-1.25;9.6;4.22;1.52;0.0;0.0
7;03:00;0.0;0.2;0.0;21.9;151.25;43.49;26.09;0.0;0.0;718.1;-718.1;2.8;2919.9;0.0;118.1;1.0;0.0;0.0;-1.28;7.8;4.21;1.51;0.0;0.0
8;03:30;0.23;0.0;0.0;21.9;150.82;43.49;26.09;0.0;0.0;785.37;-785.37;3.06;2818.0;0.0;106.8;1.0;0.0;0.0;-1.23;7.8;4.22;1.52;0.0;0.0
9;04:00;0.33;0.0;0.0;22.0;150.39;43.49;26.09;0.0;0.0;1099.63;-1099.63;4.78;2957.8;0.0;102.6;1.0;0.0;0.0;-1.18;8.7;4.23;1.53;0.0;0.0
10;04:30;0.0;0.37;0.0;21.73;166.28;43.49;26.09;0.0;0.0;1218.02;-1218.02;5.3;3420.3;0.0;108.0;1.0;0.0;0.0;-1.13;8.7;4.24;1.54;0.0;0.0
11;05:00;0.33;0.0;0.0;21.79;165.85;43.49;26.09;0.0;0.0;1104.3;-1104.3;4.97;3421.1;0.0;117.6;1.0;0.0;0.0;-1.05;9.0;4.25;1.55;0.0;0.0
12;05:30;0.24;0.0;0.0;21.79;165.42;43.49;26.09;0.0;0.0;857.27;-857.27;3.86;3054.2;0.0;131.2;1.0;0.0;0.0;-0.95;9.0;4.27;1.57;0.0;0.0
13;06:00;0.24;0.0;0.0;21.79;164.99;43.49;26.09;0.0;0.0;1206.69;-1206.69;11.16;3085.2;0.0;475.7;1.0;0.0;0.0;-0.88;18.5;4.28;1.58;0.0;0.0
14;06:30;0.28;0.0;0.0;21.79;164.56;43.49;26.09;0.0;0.0;2022.14;-2022.14;18.7;3605.6;0.0;1171.4;1.0;0.0;0.0;-0.83;18.5;4.29;1.59;0.0;0.0
15;07:00;0.0;0.0;0.0;21.46;162.25;43.49;26.09;0.0;0.0;1490.64;-1490.64;24.3;4238.2;196.7;1490.6;1.0;0.0;0.04;-0.8;32.6;4.3;1.6;0.0;0.0
16;07:30;0.0;0.63;0.0;21.07;90.52;43.49;26.09;0.0;0.0;3294.15;-3294.15;53.69;5044.7;10469.3;1404.2;1.0;0.0;0.43;-0.8;32.6;4.3;1.6;0.0;0.0
17;08:00;1.0;0.0;0.0;21.65;90.09;43.49;26.09;0.0;0.0;4148.78;-4148.78;58.91;5310.1;0.0;1148.8;0.03333333333333333;0.0;0.0;-0.78;28.4;4.3;1.6;0.0;0.0
18;08:30;0.0;1.0;0.0;21.27;135.85;42.53;25.52;0.0;0.0;3692.57;-3692.57;52.43;4876.8;0.0;692.6;0.0;2070629.3706293711;0.23;-0.73;28.4;4.31;1.61;0.0;0.0
19;09:00;0.0;0.0;0.0;20.89;135.42;41.57;24.94;0.0;0.0;453.6;-453.6;6.06;4935.9;0.0;453.6;0.0;2070629.3706293711;0.61;-0.68;26.7;4.32;1.62;0.0;0.0
20;09:30;1.0;0.0;0.0;21.46;134.99;40.61;24.37;0.0;0.0;3440.82;-3440.82;45.94;5472.4;0.0;440.8;0.0;2070629.3706293711;0.04;-0.63;26.7;4.33;1.63;0.0;0.0
21;10:00;0.44;0.0;0.0;21.46;134.56;39.65;23.79;0.0;0.0;1920.5;-1920.5;25.83;5693.4;0.0;597.2;0.0;2070629.3706293711;0.04;-0.58;26.9;4.34;1.64;0.0;0.0
22;10:30;0.43;0.0;0.0;21.46;134.12;38.69;23.22;0.0;0.0;2207.28;-2207.28;29.69;5501.2;0.0;930.9;0.0;2070629.3706293711;0.04;-0.53;26.9;4.35;1.65;0.0;0.0
23;11:00;0.0;0.0;0.0;21.06;133.69;37.73;22.64;0.0;0.0;959.97;-959.97;14.45;5159.7;0.0;960.0;0.0;2070629.3706293711;0.44;-0.5;30.1;4.35;1.65;0.0;0.0
24;11:30;0.0;0.73;0.0;20.69;126.93;36.78;22.07;0.0;0.0;2861.5;-2861.5;43.07;4839.6;4275.8;671.5;0.0;2070629.3706293711;0.81;-0.5;30.1;4.35;1.65;0.0;0.0
25;12:00;0.0;0.0;0.0;20.35;125.78;35.82;21.49;0.0;0.0;910.22;-910.22;13.43;4331.1;75.1;910.2;0.0;2070629.3706293711;1.15;-0.52;29.5;4.35;1.65;0.0;0.0
26;12:30;1.0;0.0;0.0;21.06;122.57;34.86;20.91;0.0;0.0;4722.83;-4722.83;69.66;3716.3;290.7;1722.8;0.0;2070629.3706293711;0.44;-0.57;29.5;4.34;1.64;0.0;0.0
27;13:00;0.27;0.0;4700.0;21.06;122.14;38.34;23.01;0.0;0.0;7252.0;-7252.0;102.98;3504.8;0.0;1730.9;1.0;0.0;0.44;-0.65;28.4;4.32;1.62;0.0;0.0
28;13:30;0.29;0.0;4700.0;21.06;121.71;41.83;25.1;0.0;0.0;6441.24;-6441.24;91.47;3720.1;0.0;866.7;1.0;0.0;0.44;-0.75;28.4;4.31;1.61;0.0;0.0
29;14:00;0.3;0.0;0.0;21.06;121.28;41.83;25.1;0.0;0.0;1449.76;-1449.76;20.01;3847.4;0.0;541.9;1.0;0.0;0.44;-0.85;27.6;4.29;1.59;0.0;0.0
30;14:30;0.31;0.0;0.0;21.06;120.85;41.83;25.1;0.0;0.0;1724.35;-1724.35;23.8;3984.2;0.0;780.6;0.03333333333333333;0.0;0.44;-0.95;27.6;4.27;1.57;0.0;0.0
31;15:00;0.34;0.0;0.0;21.06;120.42;40.87;24.52;0.0;0.0;1949.94;-1949.94;27.2;4363.0;0.0;916.3;0.0;2070629.3706293711;0.44;-0.98;27.9;4.26;1.56;0.0;0.0
32;15:30;0.38;0.0;0.0;21.06;119.98;39.91;23.95;0.0;0.0;2042.39;-2042.39;28.49;4870.3;0.0;892.2;0.0;2070629.3706293711;0.44;-0.93;27.9;4.27;1.57;0.0;0.0
33;16:00;0.41;0.0;0.0;21.06;119.55;38.95;23.37;0.0;0.0;1960.0;-1960.0;27.93;5223.3;0.0;726.0;0.0;2070629.3706293711;0.44;-0.95;28.5;4.27;1.57;0.0;0.0
34;16:30;0.41;0.0;0.0;21.06;119.12;38.0;22.8;0.0;0.0;1623.54;-1623.54;23.14;5136.6;0.0;404.7;0.0;2070629.3706293711;0.44;-1.05;28.5;4.25;1.55;0.0;0.0
35;17:00;0.3;0.0;3713.0;20.98;118.69;39.83;23.9;0.0;0.0;5091.26;-5091.26;81.21;4825.0;0.0;469.4;0.6666666666666666;0.0;0.52;-1.15;31.9;4.23;1.53;0.0;0.0
36;17:30;0.33;0.0;0.0;20.98;118.26;39.83;23.9;0.0;0.0;1934.84;-1934.84;30.86;4084.2;0.0;955.3;1.0;0.0;0.52;-1.25;31.9;4.22;1.52;0.0;0.0
37;18:00;0.25;0.0;0.0;20.93;117.83;39.83;23.9;0.0;0.0;1790.59;-1790.59;27.93;3676.1;0.0;1055.5;1.0;0.0;0.57;-1.32;31.2;4.2;1.5;0.0;0.0
38;18:30;0.24;0.0;0.0;20.89;117.4;39.83;23.9;0.0;0.0;1486.56;-1486.56;23.19;3645.1;0.0;756.0;1.0;0.0;0.61;-1.37;31.2;4.19;1.49;0.0;0.0
39;19:00;0.31;0.0;0.0;20.89;116.97;39.83;23.9;0.0;0.0;1508.21;-1508.21;24.06;3833.7;0.0;583.0;1.0;0.0;0.61;-1.38;31.9;4.19;1.49;0.0;0.0
40;19:30;0.32;0.0;0.0;20.89;113.7;39.83;23.9;0.0;0.0;1542.11;-1542.11;24.6;4045.8;297.0;568.4;1.0;0.0;0.61;-1.33;31.9;4.2;1.5;0.0;0.0
41;20:00;0.3;0.0;0.0;20.89;113.27;39.83;23.9;0.0;0.0;1515.96;-1515.96;21.6;3763.7;0.0;609.5;1.0;0.0;0.61;-1.32;28.5;4.2;1.5;0.0;0.0
42;20:30;0.24;0.0;2350.0;20.89;111.85;41.57;24.94;0.0;0.0;3793.5;-3793.5;54.06;2978.0;103.7;722.5;1.0;0.0;0.61;-1.37;28.5;4.19;1.49;0.0;0.0
43;21:00;0.23;0.0;0.0;20.89;111.42;41.57;24.94;0.0;0.0;1440.72;-1440.72;18.08;2810.1;0.0;759.0;1.0;0.0;0.61;-1.4;25.1;4.19;1.49;0.0;0.0
44;21:30;0.26;0.0;0.0;20.89;109.4;41.57;24.94;0.0;0.0;1515.88;-1515.88;19.02;3272.3;165.9;723.8;1.0;0.0;0.61;-1.4;25.1;4.19;1.49;0.0;0.0
45;22:00;0.28;0.0;0.0;20.89;108.97;41.57;24.94;0.0;0.0;1446.46;-1446.46;14.46;3410.3;0.0;618.8;1.0;0.0;0.61;-1.47;20.0;4.17;1.47;0.0;0.0
46;22:30;0.26;0.0;0.0;20.89;108.54;41.57;24.94;0.0;0.0;1234.26;-1234.26;12.34;3175.6;0.0;457.8;1.0;0.0;0.61;-1.62;20.0;4.15;1.45;0.0;0.0
47;23:00;0.23;0.0;0.0;20.89;108.11;41.57;24.94;0.0;0.0;987.68;-987.68;6.47;2744.8;0.0;311.4;1.0;0.0;0.61;-1.75;13.1;4.13;1.43;0.0;0.0
48;23:30;0.2;0.0;0.0;20.91;107.68;41.57;24.94;0.0;0.0;784.53;-784.53;5.14;2123.9;0.0;184.5;1.0;0.0;13.25;-1.85;13.1;4.11;1.41;0.0;0.0
