timeslot;time of day;heatGenerationCoefficientSpaceHeating;heatGenerationCoefficientDHW;chargingPowerEV;temperatureBufferStorage;usableVolumeDHWTank;simulationResult_SOCofEV;simulationResult_energyLevelOfEV;simulationResult_PVGeneration;simulationResult_RESGeneration;simulationResult_electricalLoad;simulationResult_SurplusPower;simulationResult_costs;Space Heating [W];DHW [W];Electricity [W];Availability of the EV;Energy Consumption of the EV;thermalDiscomfort;Outside Temperature [C];Price [Cent/kWh];COP (Space Heating);COP (DHW);numberOfStarts_HP;HP_isRunning
1;00:00;0.0;0.2;4700.0;21.58;132.49;43.49;26.09;0.0;0.0;5422.03;-5422.03;-4.07;2159.4;0.0;122.0;1.0;0.0;0.0;-2.0;-1.5;4.08;1.38;0.0;0.0
2;00:30;0.0;0.0;0.0;21.4;132.06;43.49;26.09;0.0;0.0;122.03;-122.03;-0.09;2374.9;0.0;122.0;1.0;0.0;0.1;-2.0;-1.5;4.08;1.38;0.0;0.0
3;01:00;1.0;0.0;0.0;22.13;131.63;43.49;26.09;0.0;0.0;3122.03;-3122.03;-5.78;2576.2;0.0;122.0;1.0;0.0;0.0;-2.05;-3.7;4.07;1.37;0.0;0.0
4;01:30;0.2;0.0;0.0;22.1;131.2;43.49;26.09;0.0;0.0;722.03;-722.03;-1.34;2762.4;0.0;122.0;1.0;0.0;0.0;-2.15;-3.7;4.05;1.35;0.0;0.0
5;02:00;0.2;0.0;0.0;22.06;130.77;43.49;26.09;0.0;0.0;729.32;-729.32;-2.08;2937.2;0.0;129.3;1.0;0.0;0.0;-2.3;-5.7;4.03;1.33;0.0;0.0
6;02:30;0.2;0.0;0.0;22.0;130.34;43.49;26.09;0.0;0.0;744.42;-744.42;-2.12;3099.9;0.0;144.4;1.0;0.0;0.0;-2.5;-5.7;3.99;1.29;0.0;0.0
7;03:00;0.2;0.0;0.0;21.93;129.91;43.49;26.09;0.0;0.0;752.21;-752.21;-2.52;3256.0;0.0;152.2;1.0;0.0;0.0;-2.72;-6.7;3.95;1.25;0.0;0.0
8;03:30;0.29;0.0;0.0;21.93;129.48;43.49;26.09;0.0;0.0;1035.67;-1035.67;-3.47;3405.1;0.0;152.2;1.0;0.0;0.0;-2.97;-6.7;3.91;1.21;0.0;0.0
9;04:00;0.31;0.0;0.0;21.93;129.05;43.49;26.09;0.0;0.0;1216.8;-1216.8;-3.47;3520.9;0.0;292.0;1.0;0.0;0.0;-3.24;-5.7;3.86;1.16;0.0;0.0
10;04:30;0.32;0.0;0.0;21.93;128.62;43.49;26.09;0.0;0.0;1540.24;-1540.24;-4.39;3601.1;0.0;581.2;1.0;0.0;0.0;-3.54;-5.7;3.8;1.1;0.0;0.0
11;05:00;0.36;0.0;0.0;21.93;128.19;43.49;26.09;0.0;0.0;1914.87;-1914.87;-2.2;3991.4;0.0;840.4;1.0;0.0;0.0;-3.8;-2.3;3.76;1.06;0.0;0.0
12;05:30;0.43;0.0;0.0;21.93;127.76;43.49;26.09;0.0;0.0;2346.3;-2346.3;-2.7;4713.4;0.0;1067.4;1.0;0.0;0.0;-4.0;-2.3;3.72;1.02;0.0;0.0
13;06:00;0.79;0.0;0.0;22.18;127.32;43.49;26.09;0.0;0.0;3399.11;-3399.11;-45.21;5318.2;0.0;1040.8;1.0;0.0;0.0;-4.27;-26.6;3.67;1.0;0.0;0.0
14;06:30;0.84;0.0;4700.0;22.43;126.89;46.97;28.18;0.0;0.0;7959.82;-7959.82;-105.87;5797.8;0.0;743.0;1.0;0.0;0.0;-4.62;-26.6;3.61;1.0;0.0;0.0
15;07:00;0.91;0.0;0.0;22.71;82.85;46.97;28.18;0.0;0.0;3268.31;-3268.31;-30.23;6005.8;4559.2;533.9;1.0;0.0;0.21;-4.87;-18.5;3.56;1.0;0.0;0.0
16;07:30;0.0;1.0;0.0;22.26;91.73;46.97;28.18;0.0;0.0;3419.39;-3419.39;-31.63;5923.3;2026.5;419.4;1.0;0.0;0.0;-5.02;-18.5;3.54;1.0;0.0;0.0
17;08:00;1.0;0.0;0.0;22.58;91.08;46.97;28.18;0.0;0.0;3313.93;-3313.93;-14.08;6116.5;22.7;313.9;1.0;0.0;0.08;-5.34;-8.5;3.48;1.0;0.0;0.0
18;08:30;0.65;0.0;0.0;22.58;84.94;46.97;28.18;0.0;0.0;2180.51;-2180.51;-9.27;6604.5;597.0;218.1;0.5;0.0;0.08;-5.84;-8.5;3.39;1.0;0.0;0.0
19;09:00;0.66;0.0;0.0;22.58;84.51;46.68;28.01;0.0;0.0;2301.6;-2301.6;-0.12;6634.3;0.0;310.8;0.0;630000.0;0.08;-6.03;-0.1;3.36;1.0;0.0;0.0
20;09:30;0.0;1.0;0.0;22.11;73.95;46.39;27.83;0.0;0.0;3604.85;-3604.85;-0.18;6174.4;4058.3;604.9;0.0;630000.0;0.0;-5.88;-0.1;3.38;1.0;0.0;0.0
21;10:00;1.0;0.0;0.0;22.45;73.52;46.1;27.66;0.0;0.0;3691.38;-3691.38;7.38;5787.3;0.0;691.4;0.0;630000.0;0.0;-5.63;4.0;3.43;1.0;0.0;0.0
22;10:30;0.0;1.0;0.0;22.02;101.79;45.8;27.48;0.0;0.0;3556.06;-3556.06;7.11;5478.0;0.0;556.1;0.0;630000.0;0.0;-5.28;4.0;3.49;1.0;0.0;0.0
23;11:00;1.0;0.0;0.0;22.43;101.36;45.51;27.31;0.0;0.0;3413.28;-3413.28;14.17;5269.1;0.0;413.3;0.0;630000.0;0.0;-4.98;8.3;3.54;1.0;0.0;0.0
24;11:30;1.0;0.0;0.0;22.86;100.93;45.22;27.13;0.0;0.0;3262.52;-3262.52;13.54;5167.5;0.0;262.5;0.0;630000.0;0.36;-4.73;8.3;3.59;1.0;0.0;0.0
25;12:00;0.0;0.0;0.0;22.49;100.5;44.93;26.96;0.0;0.0;443.38;-443.38;1.57;4784.9;0.0;443.4;0.0;630000.0;0.0;-4.58;7.1;3.62;1.0;0.0;0.0
26;12:30;0.0;0.0;0.0;22.17;99.45;44.64;26.78;0.0;0.0;978.73;-978.73;3.47;4102.0;64.6;978.7;0.0;630000.0;0.0;-4.53;7.1;3.63;1.0;0.0;0.0
27;13:00;0.37;0.0;0.0;22.17;99.02;44.35;26.61;0.0;0.0;2364.18;-2364.18;-2.01;4005.0;0.0;1251.2;0.0;630000.0;0.0;-4.45;-1.7;3.64;1.0;0.0;0.0
28;13:30;0.42;0.0;0.0;22.17;98.59;44.06;26.43;0.0;0.0;2494.83;-2494.83;-2.12;4534.3;0.0;1242.5;0.0;630000.0;0.0;-4.35;-1.7;3.66;1.0;0.0;0.0
29;14:00;0.44;0.0;0.0;22.17;98.16;43.76;26.26;0.0;0.0;2397.23;-2397.23;-2.04;4794.4;0.0;1080.3;0.0;630000.0;0.0;-4.25;-1.7;3.67;1.0;0.0;0.0
30;14:30;0.43;0.0;0.0;22.17;97.73;43.47;26.08;0.0;0.0;2056.86;-2056.86;-1.75;4766.7;0.0;753.8;0.0;630000.0;0.0;-4.15;-1.7;3.69;1.0;0.0;0.0
31;15:00;0.43;0.0;0.0;22.17;97.3;43.18;25.91;0.0;0.0;1885.72;-1885.72;-3.21;4767.4;0.0;587.3;0.0;630000.0;0.0;-4.08;-3.4;3.71;1.01;0.0;0.0
32;15:30;0.43;0.0;0.0;22.17;96.87;42.89;25.73;0.0;0.0;1895.35;-1895.35;-3.22;4798.7;0.0;591.7;0.0;630000.0;0.0;-4.03;-3.4;3.72;1.02;0.0;0.0
33;16:00;0.44;0.0;0.0;22.17;96.44;42.6;25.56;0.0;0.0;1894.63;-1894.63;-0.95;4847.0;0.0;582.6;0.0;630000.0;0.0;-3.95;-1.0;3.73;1.03;0.0;0.0
34;16:30;0.44;0.0;0.0;22.17;96.01;42.3;25.38;0.0;0.0;1882.81;-1882.81;-0.94;4913.7;0.0;559.3;0.0;630000.0;0.0;-3.85;-1.0;3.75;1.05;0.0;0.0
35;17:00;0.0;0.0;0.0;21.79;95.58;42.01;25.21;0.0;0.0;688.43;-688.43;4.1;4918.8;0.0;688.4;0.0;630000.0;0.0;-3.8;11.9;3.76;1.06;0.0;0.0
36;17:30;0.0;0.0;0.0;21.41;95.15;41.72;25.03;0.0;0.0;980.42;-980.42;5.83;4858.3;0.0;980.4;0.0;630000.0;0.09;-3.8;11.9;3.76;1.06;0.0;0.0
37;18:00;0.43;0.0;0.0;21.41;94.72;41.43;24.86;0.0;0.0;2511.0;-2511.0;12.3;4803.2;0.0;1215.7;0.0;630000.0;0.09;-3.87;9.8;3.74;1.04;0.0;0.0
38;18:30;0.43;0.0;0.0;21.41;90.66;41.14;24.68;0.0;0.0;2681.82;-2681.82;13.14;4753.8;378.8;1390.4;0.0;630000.0;0.09;-4.02;9.8;3.72;1.02;0.0;0.0
39;19:00;0.0;0.0;0.0;21.04;90.23;41.14;24.68;0.0;0.0;1246.58;-1246.58;8.29;4800.4;0.0;1246.6;0.5;0.0;0.46;-3.91;13.3;3.74;1.04;0.0;0.0
40;19:30;0.0;0.0;0.0;20.66;89.8;41.14;24.68;0.0;0.0;762.29;-762.29;5.07;4949.7;0.0;762.3;1.0;0.0;0.84;-3.51;13.3;3.81;1.11;0.0;0.0
41;20:00;0.42;0.0;0.0;20.66;87.15;41.14;24.68;0.0;0.0;1801.49;-1801.49;7.21;4827.6;232.2;551.5;1.0;0.0;0.84;-3.01;8.0;3.9;1.2;0.0;0.0
