timeslot;time of day;heatGenerationCoefficientSpaceHeating;heatGenerationCoefficientDHW;chargingPowerEV;temperatureBufferStorage;usableVolumeDHWTank;simulationResult_SOCofEV;simulationResult_energyLevelOfEV;simulationResult_PVGeneration;simulationResult_RESGeneration;simulationResult_electricalLoad;simulationResult_SurplusPower;simulationResult_costs;Space Heating [W];DHW [W];Electricity [W];Availability of the EV;Energy Consumption of the EV;thermalDiscomfort;Outside Temperature [C];Price [Cent/kWh];COP (Space Heating);COP (DHW);numberOfStarts_HP;HP_isRunning
1;00:00;0.0;0.2;4700.0;21.59;132.49;43.49;26.09;0.0;0.0;5430.02;-5430.02;-4.07;1999.2;0.0;130.0;1.0;0.0;0.0;-2.0;-1.5;4.08;1.38;0.0;0.0
2;00:30;0.0;0.0;0.0;21.39;132.06;43.49;26.09;0.0;0.0;134.5;-134.5;-0.1;2635.8;0.0;134.5;1.0;0.0;0.11;-2.0;-1.5;4.08;1.38;0.0;0.0
3;01:00;1.0;0.0;0.0;22.09;131.63;43.49;26.09;0.0;0.0;3127.56;-3127.56;-5.79;3038.8;0.0;127.6;1.0;0.0;0.0;-2.05;-3.7;4.07;1.37;0.0;0.0
4;01:30;0.2;0.0;0.0;22.03;131.2;43.49;26.09;0.0;0.0;709.66;-709.66;-1.31;3196.1;0.0;109.7;1.0;0.0;0.0;-2.15;-3.7;4.05;1.35;0.0;0.0
5;02:00;0.2;0.0;0.0;21.96;130.77;43.49;26.09;0.0;0.0;709.24;-709.24;-2.02;3206.0;0.0;109.2;1.0;0.0;0.0;-2.3;-5.7;4.03;1.33;0.0;0.0
6;02:30;0.2;0.0;0.0;21.91;130.34;43.49;26.09;0.0;0.0;730.25;-730.25;-2.08;3037.5;0.0;130.3;1.0;0.0;0.0;-2.5;-5.7;3.99;1.29;0.0;0.0
7;03:00;0.0;0.26;0.0;21.67;139.24;43.49;26.09;0.0;0.0;927.43;-927.43;-3.11;3079.9;0.0;147.4;1.0;0.0;0.0;-2.72;-6.7;3.95;1.25;0.0;0.0
8;03:30;0.2;0.0;0.0;21.58;138.81;43.49;26.09;0.0;0.0;760.04;-760.04;-2.55;3444.9;0.0;160.0;1.0;0.0;0.0;-2.97;-6.7;3.91;1.21;0.0;0.0
9;04:00;0.33;0.0;0.0;21.58;138.38;43.49;26.09;0.0;0.0;1256.4;-1256.4;-3.58;3714.8;0.0;281.3;1.0;0.0;0.0;-3.24;-5.7;3.86;1.16;0.0;0.0
10;04:30;0.36;0.0;0.0;21.58;137.95;43.49;26.09;0.0;0.0;1586.28;-1586.28;-4.52;4033.1;0.0;513.6;1.0;0.0;0.0;-3.54;-5.7;3.8;1.1;0.0;0.0
11;05:00;0.41;0.0;0.0;21.58;137.52;43.49;26.09;0.0;0.0;2000.94;-2000.94;-2.3;4628.4;0.0;756.9;1.0;0.0;0.0;-3.8;-2.3;3.76;1.06;0.0;0.0
12;05:30;0.49;0.0;0.0;21.58;137.09;43.49;26.09;0.0;0.0;2505.27;-2505.27;-2.88;5424.3;0.0;1035.3;1.0;0.0;0.0;-4.0;-2.3;3.72;1.02;0.0;0.0
