timeslot;time of day;heatGenerationCoefficientSpaceHeating;heatGenerationCoefficientDHW;temperatureBufferStorage;usableVolumeDHWTank;simulationResult_PVGeneration;simulationResult_RESGeneration;simulationResult_electricalLoad;simulationResult_SurplusPower;simulationResult_costs;Space Heating [W];DHW [W];Electricity [W];thermalDiscomfort;Outside Temperature [C];Price [Cent/kWh];COP (Space Heating);COP (DHW);numberOfStarts_HP;HP_isRunning
1;00:00;0.0;0.2;21.59;132.49;0.0;0.0;730.58;-730.58;-0.55;2002.3;0.0;130.6;0.0;-2.0;-1.5;4.08;1.38;0.0;0.0
2;00:30;0.0;0.0;21.39;132.06;0.0;0.0;133.89;-133.89;-0.1;2604.0;0.0;133.9;0.11;-2.0;-1.5;4.08;1.38;0.0;0.0
3;01:00;1.0;0.0;22.09;131.63;0.0;0.0;3127.04;-3127.04;-5.79;3032.0;0.0;127.0;0.0;-2.05;-3.7;4.07;1.37;0.0;0.0
4;01:30;0.2;0.0;22.03;131.2;0.0;0.0;709.98;-709.98;-1.31;3192.8;0.0;110.0;0.0;-2.15;-3.7;4.05;1.35;0.0;0.0
5;02:00;0.2;0.0;21.97;130.77;0.0;0.0;710.34;-710.34;-2.02;3174.0;0.0;110.3;0.0;-2.3;-5.7;4.03;1.33;0.0;0.0
6;02:30;0.2;0.0;21.92;130.34;0.0;0.0;728.59;-728.59;-2.08;3021.6;0.0;128.6;0.0;-2.5;-5.7;3.99;1.29;0.0;0.0
7;03:00;0.53;0.0;22.15;129.91;0.0;0.0;1734.55;-1734.55;-5.81;3144.9;0.0;147.0;0.0;-2.72;-6.7;3.95;1.25;0.0;0.0
8;03:30;0.0;0.26;21.89;138.47;0.0;0.0;940.62;-940.62;-3.15;3414.9;0.0;160.6;0.0;-2.97;-6.7;3.91;1.21;0.0;0.0
9;04:00;0.33;0.0;21.89;138.04;0.0;0.0;1263.71;-1263.71;-3.6;3743.9;0.0;281.1;0.0;-3.24;-5.7;3.86;1.16;0.0;0.0
10;04:30;0.36;0.0;21.89;137.61;0.0;0.0;1588.76;-1588.76;-4.53;4026.1;0.0;518.0;0.0;-3.54;-5.7;3.8;1.1;0.0;0.0
11;05:00;0.41;0.0;21.89;137.18;0.0;0.0;1995.9;-1995.9;-2.3;4608.7;0.0;757.1;0.0;-3.8;-2.3;3.76;1.06;0.0;0.0
12;05:30;0.5;0.0;21.89;136.75;0.0;0.0;2520.83;-2520.83;-2.9;5533.3;0.0;1021.5;0.0;-4.0;-2.3;3.72;1.02;0.0;0.0
13;06:00;1.0;0.0;22.28;136.32;0.0;0.0;4043.55;-4043.55;-53.78;5842.7;0.0;1043.5;0.0;-4.27;-26.6;3.67;1.0;0.0;0.0
14;06:30;1.0;0.0;22.67;135.89;0.0;0.0;3821.91;-3821.91;-50.83;5710.8;0.0;821.9;0.17;-4.62;-26.6;3.61;1.0;0.0;0.0
15;07:00;0.54;0.0;22.67;121.88;0.0;0.0;2232.21;-2232.21;-20.65;5682.9;1418.9;624.6;0.17;-4.87;-18.5;3.56;1.0;0.0;0.0
