timeslot;time of day;heatGenerationCoefficientSpaceHeating;heatGenerationCoefficientDHW;chargingPowerEV;temperatureBufferStorage;usableVolumeDHWTank;simulationResult_SOCofEV;simulationResult_energyLevelOfEV;simulationResult_PVGeneration;simulationResult_RESGeneration;simulationResult_electricalLoad;simulationResult_SurplusPower;simulationResult_costs;Space Heating [W];DHW [W];Electricity [W];Availability of the EV;Energy Consumption of the EV;thermalDiscomfort;Outside Temperature [C];Price [Cent/kWh];COP (Space Heating);COP (DHW);numberOfStarts_HP;HP_isRunning
1;00:00;0.0;0.2;4700.0;21.57;132.49;43.49;26.09;0.0;0.0;5431.4;-5431.4;-4.07;2350.4;0.0;131.4;1.0;0.0;0.0;-2.0;-1.5;4.08;1.38;0.0;0.0
2;00:30;0.0;0.0;0.0;21.35;132.06;43.49;26.09;0.0;0.0;127.96;-127.96;-0.1;2812.1;0.0;128.0;1.0;0.0;0.15;-2.0;-1.5;4.08;1.38;0.0;0.0
3;01:00;1.0;0.0;0.0;22.04;131.63;43.49;26.09;0.0;0.0;3131.99;-3131.99;-5.79;3092.1;0.0;132.0;1.0;0.0;0.0;-2.05;-3.7;4.07;1.37;0.0;0.0
4;01:30;0.2;0.0;0.0;21.98;131.2;43.49;26.09;0.0;0.0;744.02;-744.02;-1.38;3177.8;0.0;144.0;1.0;0.0;0.0;-2.15;-3.7;4.05;1.35;0.0;0.0
5;02:00;0.2;0.0;0.0;21.92;130.77;43.49;26.09;0.0;0.0;744.7;-744.7;-2.12;3171.2;0.0;144.7;1.0;0.0;0.0;-2.3;-5.7;4.03;1.33;0.0;0.0
6;02:30;0.26;0.0;0.0;21.92;130.34;43.49;26.09;0.0;0.0;912.79;-912.79;-2.6;3065.8;0.0;133.3;1.0;0.0;0.0;-2.5;-5.7;3.99;1.29;0.0;0.0
7;03:00;0.27;0.0;0.0;21.92;129.91;43.49;26.09;0.0;0.0;1071.4;-1071.4;-3.59;3150.2;0.0;262.6;1.0;0.0;0.0;-2.72;-6.7;3.95;1.25;0.0;0.0
8;03:30;0.3;0.0;0.0;21.92;129.48;43.49;26.09;0.0;0.0;1433.99;-1433.99;-4.8;3437.3;0.0;542.3;1.0;0.0;0.0;-2.97;-6.7;3.91;1.21;0.0;0.0
9;04:00;0.35;0.0;0.0;21.92;129.05;43.49;26.09;0.0;0.0;1816.93;-1816.93;-5.18;4008.3;0.0;765.7;1.0;0.0;0.0;-3.24;-5.7;3.86;1.16;0.0;0.0
10;04:30;0.43;0.0;0.0;21.92;128.62;43.49;26.09;0.0;0.0;2225.14;-2225.14;-6.34;4882.8;0.0;929.0;1.0;0.0;0.0;-3.54;-5.7;3.8;1.1;0.0;0.0
11;05:00;0.49;0.0;0.0;21.92;128.19;43.49;26.09;0.0;0.0;2376.26;-2376.26;-2.73;5497.1;0.0;901.0;1.0;0.0;0.0;-3.8;-2.3;3.76;1.06;0.0;0.0
